headline,label,date
Markets tumble as inflation surges past forecast,0,2021-03-28
Geopolitical tensions trigger global selloff,0,2021-07-01
Unemployment claims rise unexpectedly,0,2022-06-14
Economic indicators point to sustained recovery,1,2023-01-19
Geopolitical tensions trigger global selloff,0,2021-05-22
Federal Reserve signals interest rate pause to support markets,1,2022-12-24
Geopolitical tensions trigger global selloff,0,2022-04-25
"Oil prices fall, reducing inflation fears",1,2022-12-17
Federal Reserve signals interest rate pause to support markets,1,2022-08-03
Unemployment claims rise unexpectedly,0,2021-06-24
Disappointing earnings drag tech sector down,0,2022-03-27
Unemployment claims rise unexpectedly,0,2021-10-03
Markets tumble as inflation surges past forecast,0,2022-03-07
Federal Reserve hints at aggressive rate hikes,0,2022-03-10
Economic indicators point to sustained recovery,1,2022-06-21
Disappointing earnings drag tech sector down,0,2021-08-25
Tech stocks rally as earnings exceed expectations,1,2021-10-25
Economic indicators point to sustained recovery,1,2021-09-07
Federal Reserve signals interest rate pause to support markets,1,2023-05-19
Unemployment claims rise unexpectedly,0,2023-03-14
Disappointing earnings drag tech sector down,0,2022-04-23
Federal Reserve signals interest rate pause to support markets,1,2022-01-16
"Oil prices fall, reducing inflation fears",1,2021-03-04
Federal Reserve signals interest rate pause to support markets,1,2021-05-21
Federal Reserve hints at aggressive rate hikes,0,2021-12-20
Positive job report boosts investor confidence,1,2021-01-24
Federal Reserve signals interest rate pause to support markets,1,2022-07-01
Economic indicators point to sustained recovery,1,2021-10-27
Economic indicators point to sustained recovery,1,2022-07-27
Federal Reserve hints at aggressive rate hikes,0,2023-03-13
Federal Reserve signals interest rate pause to support markets,1,2022-05-06
Economic indicators point to sustained recovery,1,2023-05-16
Disappointing earnings drag tech sector down,0,2022-01-26
Markets tumble as inflation surges past forecast,0,2021-07-29
Federal Reserve hints at aggressive rate hikes,0,2022-05-17
Federal Reserve signals interest rate pause to support markets,1,2021-07-15
Economic indicators point to sustained recovery,1,2021-06-03
Tech stocks rally as earnings exceed expectations,1,2022-08-10
"Oil prices fall, reducing inflation fears",1,2022-07-22
Federal Reserve signals interest rate pause to support markets,1,2022-03-20
Disappointing earnings drag tech sector down,0,2023-01-30
Tech stocks rally as earnings exceed expectations,1,2022-09-21
Disappointing earnings drag tech sector down,0,2023-05-14
Markets tumble as inflation surges past forecast,0,2021-07-20
Markets tumble as inflation surges past forecast,0,2022-08-27
Economic indicators point to sustained recovery,1,2021-08-03
"Oil prices fall, reducing inflation fears",1,2022-08-27
Markets tumble as inflation surges past forecast,0,2022-02-13
Federal Reserve hints at aggressive rate hikes,0,2021-07-31
Federal Reserve hints at aggressive rate hikes,0,2022-03-23
Positive job report boosts investor confidence,1,2021-04-02
Markets tumble as inflation surges past forecast,0,2023-06-06
Disappointing earnings drag tech sector down,0,2022-11-20
Federal Reserve signals interest rate pause to support markets,1,2022-07-26
Disappointing earnings drag tech sector down,0,2023-02-15
Tech stocks rally as earnings exceed expectations,1,2023-04-13
Unemployment claims rise unexpectedly,0,2023-04-14
Positive job report boosts investor confidence,1,2021-08-19
Geopolitical tensions trigger global selloff,0,2021-11-04
Federal Reserve hints at aggressive rate hikes,0,2021-09-20
Tech stocks rally as earnings exceed expectations,1,2022-05-22
Federal Reserve hints at aggressive rate hikes,0,2023-04-22
Federal Reserve signals interest rate pause to support markets,1,2022-07-31
"Oil prices fall, reducing inflation fears",1,2022-12-16
Federal Reserve signals interest rate pause to support markets,1,2022-11-16
Federal Reserve signals interest rate pause to support markets,1,2023-02-05
Markets tumble as inflation surges past forecast,0,2022-03-03
Geopolitical tensions trigger global selloff,0,2023-03-24
Economic indicators point to sustained recovery,1,2022-02-05
Economic indicators point to sustained recovery,1,2023-03-25
Economic indicators point to sustained recovery,1,2022-06-06
Positive job report boosts investor confidence,1,2021-03-02
Disappointing earnings drag tech sector down,0,2022-06-21
Federal Reserve hints at aggressive rate hikes,0,2021-08-05
Geopolitical tensions trigger global selloff,0,2022-04-03
Geopolitical tensions trigger global selloff,0,2021-05-27
Positive job report boosts investor confidence,1,2021-03-11
Unemployment claims rise unexpectedly,0,2023-04-02
Markets tumble as inflation surges past forecast,0,2022-09-23
Markets tumble as inflation surges past forecast,0,2022-05-30
Federal Reserve hints at aggressive rate hikes,0,2022-06-29
Disappointing earnings drag tech sector down,0,2021-01-07
Unemployment claims rise unexpectedly,0,2021-12-16
"Oil prices fall, reducing inflation fears",1,2023-03-21
Economic indicators point to sustained recovery,1,2023-05-05
"Oil prices fall, reducing inflation fears",1,2022-12-17
Geopolitical tensions trigger global selloff,0,2022-07-29
Positive job report boosts investor confidence,1,2021-10-08
Geopolitical tensions trigger global selloff,0,2021-08-02
Tech stocks rally as earnings exceed expectations,1,2021-08-14
Geopolitical tensions trigger global selloff,0,2022-02-11
Federal Reserve hints at aggressive rate hikes,0,2021-05-27
Federal Reserve hints at aggressive rate hikes,0,2023-03-11
Markets tumble as inflation surges past forecast,0,2023-03-03
Disappointing earnings drag tech sector down,0,2022-07-18
Disappointing earnings drag tech sector down,0,2021-05-12
Federal Reserve hints at aggressive rate hikes,0,2021-08-11
Unemployment claims rise unexpectedly,0,2022-11-24
Unemployment claims rise unexpectedly,0,2022-11-25
Markets tumble as inflation surges past forecast,0,2021-10-04
Geopolitical tensions trigger global selloff,0,2021-08-13
Geopolitical tensions trigger global selloff,0,2021-02-15
"Oil prices fall, reducing inflation fears",1,2022-02-25
Geopolitical tensions trigger global selloff,0,2023-05-20
Geopolitical tensions trigger global selloff,0,2022-06-04
Positive job report boosts investor confidence,1,2022-09-03
Markets tumble as inflation surges past forecast,0,2022-03-03
Disappointing earnings drag tech sector down,0,2021-12-10
Markets tumble as inflation surges past forecast,0,2023-02-28
Federal Reserve hints at aggressive rate hikes,0,2022-09-26
Tech stocks rally as earnings exceed expectations,1,2021-02-27
Federal Reserve signals interest rate pause to support markets,1,2022-09-28
Unemployment claims rise unexpectedly,0,2021-02-12
Positive job report boosts investor confidence,1,2021-06-15
Tech stocks rally as earnings exceed expectations,1,2023-02-17
Tech stocks rally as earnings exceed expectations,1,2022-08-21
Disappointing earnings drag tech sector down,0,2022-03-11
Economic indicators point to sustained recovery,1,2021-01-01
Disappointing earnings drag tech sector down,0,2022-12-30
Positive job report boosts investor confidence,1,2021-06-17
Tech stocks rally as earnings exceed expectations,1,2021-03-09
Disappointing earnings drag tech sector down,0,2022-04-18
Federal Reserve signals interest rate pause to support markets,1,2021-04-23
Unemployment claims rise unexpectedly,0,2022-02-21
Markets tumble as inflation surges past forecast,0,2023-01-12
Geopolitical tensions trigger global selloff,0,2023-05-11
Federal Reserve hints at aggressive rate hikes,0,2021-09-28
Economic indicators point to sustained recovery,1,2021-11-14
Unemployment claims rise unexpectedly,0,2021-10-10
Disappointing earnings drag tech sector down,0,2021-09-04
Disappointing earnings drag tech sector down,0,2021-08-31
Federal Reserve signals interest rate pause to support markets,1,2023-06-10
Federal Reserve signals interest rate pause to support markets,1,2023-06-20
Unemployment claims rise unexpectedly,0,2021-11-22
"Oil prices fall, reducing inflation fears",1,2023-01-04
Economic indicators point to sustained recovery,1,2022-05-27
Federal Reserve signals interest rate pause to support markets,1,2023-06-18
"Oil prices fall, reducing inflation fears",1,2021-02-06
Unemployment claims rise unexpectedly,0,2022-04-10
Economic indicators point to sustained recovery,1,2022-12-16
Tech stocks rally as earnings exceed expectations,1,2023-05-25
Federal Reserve signals interest rate pause to support markets,1,2022-09-13
Federal Reserve hints at aggressive rate hikes,0,2022-10-04
Federal Reserve hints at aggressive rate hikes,0,2022-04-26
Geopolitical tensions trigger global selloff,0,2021-09-15
Positive job report boosts investor confidence,1,2021-07-08
Positive job report boosts investor confidence,1,2022-08-26
Geopolitical tensions trigger global selloff,0,2021-05-01
Tech stocks rally as earnings exceed expectations,1,2022-08-04
Unemployment claims rise unexpectedly,0,2021-12-10
Federal Reserve signals interest rate pause to support markets,1,2021-04-20
Markets tumble as inflation surges past forecast,0,2022-03-31
Economic indicators point to sustained recovery,1,2021-01-10
"Oil prices fall, reducing inflation fears",1,2021-06-27
Economic indicators point to sustained recovery,1,2022-12-21
Geopolitical tensions trigger global selloff,0,2021-04-10
Geopolitical tensions trigger global selloff,0,2023-02-25
Federal Reserve signals interest rate pause to support markets,1,2023-06-16
Unemployment claims rise unexpectedly,0,2022-11-17
Economic indicators point to sustained recovery,1,2021-10-09
"Oil prices fall, reducing inflation fears",1,2022-08-01
Economic indicators point to sustained recovery,1,2021-04-23
Economic indicators point to sustained recovery,1,2022-05-11
Geopolitical tensions trigger global selloff,0,2022-07-08
Positive job report boosts investor confidence,1,2023-03-18
"Oil prices fall, reducing inflation fears",1,2023-01-15
Disappointing earnings drag tech sector down,0,2022-04-24
Geopolitical tensions trigger global selloff,0,2023-04-06
Tech stocks rally as earnings exceed expectations,1,2021-10-30
Geopolitical tensions trigger global selloff,0,2021-11-30
"Oil prices fall, reducing inflation fears",1,2023-02-15
Geopolitical tensions trigger global selloff,0,2022-02-21
Tech stocks rally as earnings exceed expectations,1,2021-03-11
Tech stocks rally as earnings exceed expectations,1,2022-01-03
Economic indicators point to sustained recovery,1,2022-07-08
Markets tumble as inflation surges past forecast,0,2021-12-19
Federal Reserve signals interest rate pause to support markets,1,2022-06-25
"Oil prices fall, reducing inflation fears",1,2023-02-26
Unemployment claims rise unexpectedly,0,2021-08-23
Unemployment claims rise unexpectedly,0,2022-01-23
Economic indicators point to sustained recovery,1,2023-05-13
Economic indicators point to sustained recovery,1,2021-11-23
Economic indicators point to sustained recovery,1,2022-08-08
"Oil prices fall, reducing inflation fears",1,2021-04-15
Geopolitical tensions trigger global selloff,0,2022-03-18
Geopolitical tensions trigger global selloff,0,2023-02-19
Federal Reserve signals interest rate pause to support markets,1,2021-10-21
Markets tumble as inflation surges past forecast,0,2021-07-27
Economic indicators point to sustained recovery,1,2022-05-02
Unemployment claims rise unexpectedly,0,2022-05-30
"Oil prices fall, reducing inflation fears",1,2021-09-16
Markets tumble as inflation surges past forecast,0,2022-05-14
Tech stocks rally as earnings exceed expectations,1,2023-05-23
"Oil prices fall, reducing inflation fears",1,2021-09-01
Tech stocks rally as earnings exceed expectations,1,2021-11-11
Federal Reserve hints at aggressive rate hikes,0,2021-05-22
Tech stocks rally as earnings exceed expectations,1,2021-04-29
Federal Reserve hints at aggressive rate hikes,0,2021-10-05
Unemployment claims rise unexpectedly,0,2021-03-20
Federal Reserve signals interest rate pause to support markets,1,2022-08-21
Disappointing earnings drag tech sector down,0,2022-12-08
Geopolitical tensions trigger global selloff,0,2023-05-25
Disappointing earnings drag tech sector down,0,2022-02-12
Economic indicators point to sustained recovery,1,2022-10-06
Markets tumble as inflation surges past forecast,0,2022-03-26
"Oil prices fall, reducing inflation fears",1,2023-06-18
Economic indicators point to sustained recovery,1,2021-02-23
Disappointing earnings drag tech sector down,0,2021-10-16
Geopolitical tensions trigger global selloff,0,2021-06-02
